filename,class_label,area,perimeter,aspect_ratio,circularity,mean_intensity,std_intensity,glcm_energy,glcm_homogeneity,shannon_entropy
0155.jpg,accordion,1072.0,182.08326029777527,0.32432432432432434,0.4063166388646493,44.91789109766638,42.01106163398826,0.02755199550574232,0.1265365193627725,10.848597127547466
0155.jpg,accordion,2149.5,336.7523070573807,0.5974025974025974,0.23819144223102953,46.00216919739697,43.25037328417906,0.02367577985800137,0.14275841783449408,11.474128773432625
0033.jpg,accordion,318.5,98.87005722522736,0.4473684210526316,0.4094394919463466,101.90958904109588,43.874291671708235,0.02983282425529121,0.04379228221404997,10.165688989156903
0033.jpg,accordion,4227.0,524.6761866807938,1.0759493670886076,0.19295649644330015,135.9041003809097,72.64915884711056,0.03313965584877825,0.1281004083699757,12.61491874108099
0044.jpg,accordion,262.5,81.35533833503723,1.9411764705882353,0.49838740750807353,100.49832775919732,44.835363982289095,0.03367032919855552,0.07442612653171853,9.877380152961457
0044.jpg,accordion,1005.0,130.56854152679443,1.5161290322580645,0.740796326007137,79.13358419567263,46.970187609060126,0.028708961417193153,0.1504391817228798,10.758960106552117
0044.jpg,accordion,344.5,90.18376529216766,1.619047619047619,0.5322827142836191,98.47272727272727,45.958760837916294,0.03373353456727549,0.10957612322932564,10.09205021643389
0159.jpg,accordion,5576.5,311.3797233104706,1.6029411764705883,0.7227546820978661,99.18561931420574,57.83687948658028,0.0588176979579445,0.14938159857247155,12.211056708060541
0161.jpg,accordion,4730.5,280.40916097164154,0.9166666666666666,0.7560186601981164,117.87440807082561,71.45574065057053,0.08102089175642076,0.22165830937960576,11.404301314627803
0111.jpg,accordion,4933.0,428.79393684864044,3.1777777777777776,0.3371504222183359,168.3373611381797,62.787187821755296,0.056406452970354945,0.14995192591594178,11.680833922062394
0008.jpg,accordion,81.0,44.485281229019165,0.3684210526315789,0.5143540952323796,255.0,0.0,0.0,0.0,0.0
0008.jpg,accordion,12101.5,459.6051197052002,1.4803921568627452,0.7199119018695636,73.72363074922802,70.55814206283024,0.11313716050637387,0.2067663956534742,11.846808796468736
0073.jpg,accordion,11271.0,586.0487703084946,2.037974683544304,0.41238683815803323,97.36885885105276,60.572758510345594,0.014783934970630479,0.07717278670000222,13.607163459125271
0162.jpg,accordion,9438.5,396.2081503868103,1.0093457943925233,0.7555549129074365,97.37817047817047,76.32248452490326,0.028839751161037663,0.11827328538463835,13.11253051068822
0041.jpg,accordion,81.0,34.14213526248932,1.2,0.873199595291104,44.43298969072165,35.16380144834831,0.07441229792611317,0.09467505983645155,7.574496814215038
0041.jpg,accordion,4729.0,344.3086552619934,1.0,0.501283370563091,129.58063855914858,72.93476600205135,0.02087822831529053,0.15449364619753225,12.282418008364408
0142.jpg,accordion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0124.jpg,accordion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0118.jpg,accordion,6483.5,336.55129647254944,1.4415584415584415,0.7193112346053049,98.94469559975889,72.21401651150624,0.06456279465231833,0.16310403235925802,11.991097671015329
0049.jpg,accordion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0117.jpg,accordion,9416.5,455.74725365638733,1.4680851063829787,0.5697066045662882,162.01528543204742,81.11104382311981,0.18371517149856675,0.30897273574306494,10.653598019968078
0071.jpg,accordion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
